SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{2DFF75AE-BD6E-417E-918D-8542C8EA3423}","Virtual Machines","Dv3/DSv3 Series","AP Southeast","D2 v3/D2s v3","23","2.875"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Tables","All","LRS Data Stored","0.000244","0.00001098"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{42BB05E1-6F42-4DE1-A6BA-7FFB976CB560}","Bandwidth","All","AU East","Data Transfer In","0.000225","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{540658D2-F941-5347-A6B9-0793FF4393FF}","Container Registry","All","All","Standard Registry Unit - Free","0.958341","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{6207404D-3389-4D20-9087-CC078DDC3FD9}","Storage","Files","All","Read Operations - Free","0.1861","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{65EE82DC-4E55-436A-A1A4-9EE0082D904B}","Container Instances","All","AP Southeast","Memory Duration","41.498057","0.22948425521"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{67A3A3FD-826F-42C1-8843-BFFA14F0DA13}","Storage","Tiered Block Blob","All","Hot LRS Data Stored - Free","0.0066","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{7011D191-03AB-4350-8BC8-F1879B43777C}","Log Analytics","All","US Central","Data Ingestion","1E-06","0.00000276"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{767660FA-525B-436F-A375-6DA3E26F09B2}","Storage","Files","All","Delete Operations","0.0003","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{7910B1EB-292C-4462-92F8-D3C917924591}","Bandwidth","Inter-Region","Intercontinental","Data Transfer Out - ASIA To Any","0.001486","0.00011888"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{941A7A91-F0B4-4C70-BE0F-D87EA6FF09EE}","Bandwidth","Inter-Region","Asia","Data Transfer Out","7E-06","0.00000056"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{99F50F54-1802-4465-9A21-B80F328E4FAD}","Storage","Tiered Block Blob","AP Southeast","All Other Operations","0.0865","0.000346"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{9C150BF9-2BAD-430E-A53C-C213804F49EF}","Virtual Network","IP Addresses","All","Standard Static Public IP","23","0.115"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{A347D8CC-51D1-4A0E-B9EB-76F67566C3F5}","Storage","Files","All","Protocol Operations - Free","0.1687","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{A7F2AA67-B9A2-4593-A413-6EC86D6C8E5B}","Storage","Files","All","LRS Data Stored - Free","0.1626","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{A90AEC9F-EECB-42C7-8421-9B96716996DC}","Azure App Service","Free Plan - Linux","All","F1","0.032256","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{B34BBB76-EDCE-4C2D-A288-81A2DB1FEA53}","Storage","Tiered Block Blob","All","Hot LRS Write Operations - Free","0.0289","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Storage","Tables","All","Batch Write Operations","0.0292","0.000010512"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{BB93FA13-A4E2-4027-85B9-B06E3353FFC3}","Container Registry","All","All","Task vCPU Duration","1514","0.1514"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{C0F5CB45-6FB1-41C9-8545-72AD400D9DA4}","Azure App Service","Free Plan","All","F1","0.001344","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{C1D4643B-D6B1-4FD8-80B5-7A074115261D}","Storage","Tiered Block Blob","All","LRS List and Create Container Operations - Free","0.0055","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{D2E60E35-F1C9-5911-A280-EC45D2F6F5E3}","Load Balancer","All","Global","Included LB Rules and Outbound Rules - Free","23","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{E6FB80EC-2CBC-4065-BF2C-4724C794F2E4}","Container Instances","All","AP Southeast","vCPU Duration","43.399552","2.1960173312"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{E8AE79AD-C2AB-4D82-B226-DD3C33DFD40C}","Storage","Files","All","List Operations - Free","0.0042","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{FD7CFA1E-026E-4BE1-871B-1C2386E8902E}","Storage","Tiered Block Blob","All","Hot Read Operations - Free","0.026","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{0A2718D2-7B6B-4239-BC46-5BEBAC1AF0B7}","Storage","Premium SSD Managed Disks","AP Southeast","P10 Disks","0.008064","0.15894144"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{0F824807-2376-435C-95C9-F992B67A07B0}","Key Vault","All","All","Operations","0.0006","0.000018"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{17382603-F270-588E-A0B4-0C115CA51416}","Load Balancer","All","Global","Data Processed - Free","0.017406","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{223D8004-D29A-46CF-B4F4-D2D34B12548B}","Storage","Files","All","LRS Write Operations - Free","0.0553","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{2DFF75AE-BD6E-417E-918D-8542C8EA3423}","Virtual Machines","Dv3/DSv3 Series","AP Southeast","D2 v3/D2s v3","6.550011","0.818751375"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Tables","All","LRS Data Stored","9.4E-05","0.00000423"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{540658D2-F941-5347-A6B9-0793FF4393FF}","Container Registry","All","All","Standard Registry Unit - Free","0.295277","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{6207404D-3389-4D20-9087-CC078DDC3FD9}","Storage","Files","All","Read Operations - Free","0.1195","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{65EE82DC-4E55-436A-A1A4-9EE0082D904B}","Container Instances","All","AP Southeast","Memory Duration","9.799567","0.05419160551"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{67A3A3FD-826F-42C1-8843-BFFA14F0DA13}","Storage","Tiered Block Blob","All","Hot LRS Data Stored - Free","0.00196","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{7910B1EB-292C-4462-92F8-D3C917924591}","Bandwidth","Inter-Region","Intercontinental","Data Transfer Out - ASIA To Any","0.000427","0.00003416"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{99F50F54-1802-4465-9A21-B80F328E4FAD}","Storage","Tiered Block Blob","AP Southeast","All Other Operations","0.0055","0.000022"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{9C150BF9-2BAD-430E-A53C-C213804F49EF}","Virtual Network","IP Addresses","All","Standard Static Public IP","6.586389","0.032931945"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{A347D8CC-51D1-4A0E-B9EB-76F67566C3F5}","Storage","Files","All","Protocol Operations - Free","0.0498","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{A7F2AA67-B9A2-4593-A413-6EC86D6C8E5B}","Storage","Files","All","LRS Data Stored - Free","0.060865","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{A90AEC9F-EECB-42C7-8421-9B96716996DC}","Azure App Service","Free Plan - Linux","All","F1","0.010752","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Storage","Tables","All","Batch Write Operations","0.01","0.0000036"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{D2E60E35-F1C9-5911-A280-EC45D2F6F5E3}","Load Balancer","All","Global","Included LB Rules and Outbound Rules - Free","6.586389","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/6/2021","{E6FB80EC-2CBC-4065-BF2C-4724C794F2E4}","Container Instances","All","AP Southeast","vCPU Duration","13.066089","0.6611441034"
