SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{40551B4C-E8BE-48ED-B70B-F8D25C7DE724}","Storage","General Block Blob","All","Read Operations","0.0008","0.000000288"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{42BB05E1-6F42-4DE1-A6BA-7FFB976CB560}","Bandwidth","All","AU East","Data Transfer In","7E-06","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{5069AA0B-A93A-481E-9856-616A5E5575EF}","Virtual Machines","Dv2/DSv2 Series","AP Southeast","D1 v2/DS1 v2","12","0.9468"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{538134CC-807B-57C3-AE89-E4726202A6A2}","Azure Data Explorer","All","All","Development Engine Cluster Markup","24","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{540658D2-F941-5347-A6B9-0793FF4393FF}","Container Registry","All","All","Standard Registry Unit - Free","1.524368","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{5C9E7A65-5784-494C-9718-7749D4075DD9}","Container Registry","All","All","Basic Registry Unit","0.52436","0.087358376"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{5E946CFC-ACC9-4A96-895B-92386FA63C9C}","Storage","Queues","All","Class 2 Operations","0.4644","0.000167184"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{67A3A3FD-826F-42C1-8843-BFFA14F0DA13}","Storage","Tiered Block Blob","All","Hot LRS Data Stored - Free","0.023369","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{67B31B34-DD94-4CA8-B43F-2D3EA87B4754}","Storage","Queues v2","AP Southeast","Class 2 Operations","53.8056","0.2152224"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Storage","Files","All","Read Operations","0.0003","0.00000045"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{7910B1EB-292C-4462-92F8-D3C917924591}","Bandwidth","Inter-Region","Intercontinental","Data Transfer Out - ASIA To Any","0.136973","0.01095784"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{7F92F505-803E-447C-8A8A-E2F477D8AD73}","Storage","Standard HDD Managed Disks","AP Southeast","S10 Disks","0.051072","0.300711936"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{82CC6EA4-0ABD-43AC-ACC0-EC34EDF0F14C}","Storage","Standard HDD Managed Disks","All","Disk Operations - Free","53.2206","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{82CD70AB-1AEE-4B30-BC04-8B71E1204DBC}","Storage","Standard HDD Managed Disks","All","Disk Operations","1.6275","0.00081375"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{92F6F16A-1E67-4A1D-8271-9D9498D609A1}","Azure Monitor","All","All","Alerts System Log Monitored at 5 Minute Frequency","0.016689","0.0250335"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{941A7A91-F0B4-4C70-BE0F-D87EA6FF09EE}","Bandwidth","Inter-Region","Asia","Data Transfer Out","0.000102","0.00000816"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{99F50F54-1802-4465-9A21-B80F328E4FAD}","Storage","Tiered Block Blob","AP Southeast","All Other Operations","5.5863","0.0223452"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{9C150BF9-2BAD-430E-A53C-C213804F49EF}","Virtual Network","IP Addresses","All","Standard Static Public IP","12.618889","0.063094445"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{A7193DB3-642B-4D6F-AD03-ED5F00153BBD}","Storage","Queues v2","AP Southeast","LRS Class 1 Operations","0.0002","0.0000008"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{A7F2AA67-B9A2-4593-A413-6EC86D6C8E5B}","Storage","Files","All","LRS Data Stored - Free","0.162476","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{A90AEC9F-EECB-42C7-8421-9B96716996DC}","Azure App Service","Free Plan - Linux","All","F1","0.048384","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Storage","Tables","All","Batch Write Operations","1.3125","0.0004725"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{BA45FB9A-98BE-4D8E-A678-3017AF52CFF9}","Bandwidth","Inter-Region","Intercontinental","Data Transfer In - ASIA To Any","0.003088","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{C0F5CB45-6FB1-41C9-8545-72AD400D9DA4}","Azure App Service","Free Plan","All","F1","0.038976","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{C1D4643B-D6B1-4FD8-80B5-7A074115261D}","Storage","Tiered Block Blob","All","LRS List and Create Container Operations - Free","0.0309","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{D2E60E35-F1C9-5911-A280-EC45D2F6F5E3}","Load Balancer","All","Global","Included LB Rules and Outbound Rules - Free","12.618889","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{E8AE79AD-C2AB-4D82-B226-DD3C33DFD40C}","Storage","Files","All","List Operations - Free","0.0004","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{ED45AE8D-A734-4D21-BC88-E5B54F9E903E}","Storage","Tiered Block Blob","AP Southeast","Hot Read Operations","2.8073","0.0112292"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","7/31/2021","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Storage","Files","All","LRS Write Operations","0.0002","0.000003"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/1/2021","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Tables","All","LRS Data Stored","0.000117","0.000005265"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/1/2021","{540658D2-F941-5347-A6B9-0793FF4393FF}","Container Registry","All","All","Standard Registry Unit - Free","1.000008","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/1/2021","{67A3A3FD-826F-42C1-8843-BFFA14F0DA13}","Storage","Tiered Block Blob","All","Hot LRS Data Stored - Free","7.2E-05","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/1/2021","{99F50F54-1802-4465-9A21-B80F328E4FAD}","Storage","Tiered Block Blob","AP Southeast","All Other Operations","0.0012","0.0000048"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/1/2021","{A7F2AA67-B9A2-4593-A413-6EC86D6C8E5B}","Storage","Files","All","LRS Data Stored - Free","0.16128","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/1/2021","{A90AEC9F-EECB-42C7-8421-9B96716996DC}","Azure App Service","Free Plan - Linux","All","F1","0.032256","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/1/2021","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Storage","Tables","All","Batch Write Operations","0.0292","0.000010512"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{0A2718D2-7B6B-4239-BC46-5BEBAC1AF0B7}","Storage","Premium SSD Managed Disks","AP Southeast","P10 Disks","0.028224","0.55629504"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{0F824807-2376-435C-95C9-F992B67A07B0}","Key Vault","All","All","Operations","0.002","0.00006"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{0FC067A1-65D2-46DA-B24B-7A9CBE2C69BD}","Bandwidth","All","All","Data Transfer Out - Free","0.002947","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{17382603-F270-588E-A0B4-0C115CA51416}","Load Balancer","All","Global","Data Processed - Free","1.303273","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{23E1AC7A-73E3-48FE-80D4-27E129D74E5D}","Storage","Tiered Block Blob","AP Southeast","Hot LRS Write Operations","0.0932","0.00466"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{2DFF75AE-BD6E-417E-918D-8542C8EA3423}","Virtual Machines","Dv3/DSv3 Series","AP Southeast","D2 v3/D2s v3","2.950019","0.368752375"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Tables","All","LRS Data Stored","0.00015","0.00000675"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{42BB05E1-6F42-4DE1-A6BA-7FFB976CB560}","Bandwidth","All","AU East","Data Transfer In","8E-05","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{540658D2-F941-5347-A6B9-0793FF4393FF}","Container Registry","All","All","Standard Registry Unit - Free","1.000008","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{67A3A3FD-826F-42C1-8843-BFFA14F0DA13}","Storage","Tiered Block Blob","All","Hot LRS Data Stored - Free","0.000808","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Storage","Files","All","Protocol Operations","0.0216","0.0000324"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Storage","Files","All","Read Operations","0.0268","0.0000402"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{7910B1EB-292C-4462-92F8-D3C917924591}","Bandwidth","Inter-Region","Intercontinental","Data Transfer Out - ASIA To Any","0.00024","0.0000192"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{941A7A91-F0B4-4C70-BE0F-D87EA6FF09EE}","Bandwidth","Inter-Region","Asia","Data Transfer Out","1E-06","0.00000008"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{99F50F54-1802-4465-9A21-B80F328E4FAD}","Storage","Tiered Block Blob","AP Southeast","All Other Operations","0.0956","0.0003824"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{9C150BF9-2BAD-430E-A53C-C213804F49EF}","Virtual Network","IP Addresses","All","Standard Static Public IP","21","0.105"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{A7F2AA67-B9A2-4593-A413-6EC86D6C8E5B}","Storage","Files","All","LRS Data Stored - Free","0.16128","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{A90AEC9F-EECB-42C7-8421-9B96716996DC}","Azure App Service","Free Plan - Linux","All","F1","0.032256","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Storage","Tables","All","Batch Write Operations","0.0292","0.000010512"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{C1D4643B-D6B1-4FD8-80B5-7A074115261D}","Storage","Tiered Block Blob","All","LRS List and Create Container Operations - Free","0.0294","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{D2E60E35-F1C9-5911-A280-EC45D2F6F5E3}","Load Balancer","All","Global","Included LB Rules and Outbound Rules - Free","21","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{E8AE79AD-C2AB-4D82-B226-DD3C33DFD40C}","Storage","Files","All","List Operations - Free","0.002","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{ED45AE8D-A734-4D21-BC88-E5B54F9E903E}","Storage","Tiered Block Blob","AP Southeast","Hot Read Operations","0.0447","0.0001788"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/2/2021","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Storage","Files","All","LRS Write Operations","0.0235","0.0003525"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{0A2718D2-7B6B-4239-BC46-5BEBAC1AF0B7}","Storage","Premium SSD Managed Disks","AP Southeast","P10 Disks","0.032256","0.63576576"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{0F824807-2376-435C-95C9-F992B67A07B0}","Key Vault","All","All","Operations","0.0032","0.000096"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{0FC067A1-65D2-46DA-B24B-7A9CBE2C69BD}","Bandwidth","All","All","Data Transfer Out - Free","0.000903","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{17382603-F270-588E-A0B4-0C115CA51416}","Load Balancer","All","Global","Data Processed - Free","0.130706","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{23E1AC7A-73E3-48FE-80D4-27E129D74E5D}","Storage","Tiered Block Blob","AP Southeast","Hot LRS Write Operations","0.0985","0.004925"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{2DFF75AE-BD6E-417E-918D-8542C8EA3423}","Virtual Machines","Dv3/DSv3 Series","AP Southeast","D2 v3/D2s v3","5.950019","0.743752375"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Tables","All","LRS Data Stored","0.000192","0.00000864"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{42BB05E1-6F42-4DE1-A6BA-7FFB976CB560}","Bandwidth","All","AU East","Data Transfer In","0.002487","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{540658D2-F941-5347-A6B9-0793FF4393FF}","Container Registry","All","All","Standard Registry Unit - Free","1.000008","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{65EE82DC-4E55-436A-A1A4-9EE0082D904B}","Container Instances","All","AP Southeast","Memory Duration","75.64635","0.4183243155"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{67A3A3FD-826F-42C1-8843-BFFA14F0DA13}","Storage","Tiered Block Blob","All","Hot LRS Data Stored - Free","0.003551","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Storage","Files","All","Protocol Operations","0.2069","0.00031035"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Storage","Files","All","Read Operations","0.3351","0.00050265"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{767660FA-525B-436F-A375-6DA3E26F09B2}","Storage","Files","All","Delete Operations","0.0006","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{7910B1EB-292C-4462-92F8-D3C917924591}","Bandwidth","Inter-Region","Intercontinental","Data Transfer Out - ASIA To Any","0.000538","0.00004304"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{941A7A91-F0B4-4C70-BE0F-D87EA6FF09EE}","Bandwidth","Inter-Region","Asia","Data Transfer Out","1.3E-05","0.00000104"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{99F50F54-1802-4465-9A21-B80F328E4FAD}","Storage","Tiered Block Blob","AP Southeast","All Other Operations","0.1488","0.0005952"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{9C150BF9-2BAD-430E-A53C-C213804F49EF}","Virtual Network","IP Addresses","All","Standard Static Public IP","24","0.12"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{A7F2AA67-B9A2-4593-A413-6EC86D6C8E5B}","Storage","Files","All","LRS Data Stored - Free","0.16216","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{A90AEC9F-EECB-42C7-8421-9B96716996DC}","Azure App Service","Free Plan - Linux","All","F1","0.032256","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Storage","Tables","All","Batch Write Operations","0.0292","0.000010512"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{BB93FA13-A4E2-4027-85B9-B06E3353FFC3}","Container Registry","All","All","Task vCPU Duration","2556","0.2556"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{C1D4643B-D6B1-4FD8-80B5-7A074115261D}","Storage","Tiered Block Blob","All","LRS List and Create Container Operations - Free","0.0187","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{D2E60E35-F1C9-5911-A280-EC45D2F6F5E3}","Load Balancer","All","Global","Included LB Rules and Outbound Rules - Free","24","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{E6FB80EC-2CBC-4065-BF2C-4724C794F2E4}","Container Instances","All","AP Southeast","vCPU Duration","36.159285","1.829659821"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{E8AE79AD-C2AB-4D82-B226-DD3C33DFD40C}","Storage","Files","All","List Operations - Free","0.0124","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{ED45AE8D-A734-4D21-BC88-E5B54F9E903E}","Storage","Tiered Block Blob","AP Southeast","Hot Read Operations","0.0986","0.0003944"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/3/2021","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Storage","Files","All","LRS Write Operations","0.2648","0.003972"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{0A2718D2-7B6B-4239-BC46-5BEBAC1AF0B7}","Storage","Premium SSD Managed Disks","AP Southeast","P10 Disks","0.032256","0.63576576"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{0F824807-2376-435C-95C9-F992B67A07B0}","Key Vault","All","All","Operations","0.0037","0.000111"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{0FC067A1-65D2-46DA-B24B-7A9CBE2C69BD}","Bandwidth","All","All","Data Transfer Out - Free","4.4E-05","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{17382603-F270-588E-A0B4-0C115CA51416}","Load Balancer","All","Global","Data Processed - Free","0.065926","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{23E1AC7A-73E3-48FE-80D4-27E129D74E5D}","Storage","Tiered Block Blob","AP Southeast","Hot LRS Write Operations","0.1019","0.005095"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{2DFF75AE-BD6E-417E-918D-8542C8EA3423}","Virtual Machines","Dv3/DSv3 Series","AP Southeast","D2 v3/D2s v3","21.300006","2.66250075"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Tables","All","LRS Data Stored","0.000218","0.00000981"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{42BB05E1-6F42-4DE1-A6BA-7FFB976CB560}","Bandwidth","All","AU East","Data Transfer In","5.7E-05","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{540658D2-F941-5347-A6B9-0793FF4393FF}","Container Registry","All","All","Standard Registry Unit - Free","1.000008","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{65EE82DC-4E55-436A-A1A4-9EE0082D904B}","Container Instances","All","AP Southeast","Memory Duration","22.009777","0.12171406681"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{67A3A3FD-826F-42C1-8843-BFFA14F0DA13}","Storage","Tiered Block Blob","All","Hot LRS Data Stored - Free","0.00591","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Storage","Files","All","Protocol Operations","0.2049","0.00030735"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Storage","Files","All","Read Operations","0.2162","0.0003243"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{7910B1EB-292C-4462-92F8-D3C917924591}","Bandwidth","Inter-Region","Intercontinental","Data Transfer Out - ASIA To Any","0.001847","0.00014776"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{941A7A91-F0B4-4C70-BE0F-D87EA6FF09EE}","Bandwidth","Inter-Region","Asia","Data Transfer Out","1.2E-05","0.00000096"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{99F50F54-1802-4465-9A21-B80F328E4FAD}","Storage","Tiered Block Blob","AP Southeast","All Other Operations","0.1171","0.0004684"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{9C150BF9-2BAD-430E-A53C-C213804F49EF}","Virtual Network","IP Addresses","All","Standard Static Public IP","24.183333","0.120916665"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{A7F2AA67-B9A2-4593-A413-6EC86D6C8E5B}","Storage","Files","All","LRS Data Stored - Free","0.1626","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{A90AEC9F-EECB-42C7-8421-9B96716996DC}","Azure App Service","Free Plan - Linux","All","F1","0.032256","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Storage","Tables","All","Batch Write Operations","0.0292","0.000010512"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{C0F5CB45-6FB1-41C9-8545-72AD400D9DA4}","Azure App Service","Free Plan","All","F1","0.004032","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{C1D4643B-D6B1-4FD8-80B5-7A074115261D}","Storage","Tiered Block Blob","All","LRS List and Create Container Operations - Free","0.0177","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{CEB8FE38-B155-4FC8-8182-09EA5CCD2CAE}","Virtual Machines","Dv2/DSv2 Series","AP Southeast","D2 v2/DS2 v2 Low Priority","0.16667","0.005266772"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{D2E60E35-F1C9-5911-A280-EC45D2F6F5E3}","Load Balancer","All","Global","Included LB Rules and Outbound Rules - Free","24.183333","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{E6FB80EC-2CBC-4065-BF2C-4724C794F2E4}","Container Instances","All","AP Southeast","vCPU Duration","9.782123","0.4949754238"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{E8AE79AD-C2AB-4D82-B226-DD3C33DFD40C}","Storage","Files","All","List Operations - Free","0.0007","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{ED45AE8D-A734-4D21-BC88-E5B54F9E903E}","Storage","Tiered Block Blob","AP Southeast","Hot Read Operations","0.0615","0.000246"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/4/2021","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Storage","Files","All","LRS Write Operations","0.208","0.00312"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{0A2718D2-7B6B-4239-BC46-5BEBAC1AF0B7}","Storage","Premium SSD Managed Disks","AP Southeast","P10 Disks","0.030912","0.60927552"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{0F824807-2376-435C-95C9-F992B67A07B0}","Key Vault","All","All","Operations","0.0051","0.000153"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{0FC067A1-65D2-46DA-B24B-7A9CBE2C69BD}","Bandwidth","All","All","Data Transfer Out - Free","0.000217","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{17382603-F270-588E-A0B4-0C115CA51416}","Load Balancer","All","Global","Data Processed - Free","0.097219","0"
"Azure for Students","{C642C8DD-AB1D-4FDA-BC9B-908BFBDC75FF}","8/5/2021","{223D8004-D29A-46CF-B4F4-D2D34B12548B}","Storage","Files","All","LRS Write Operations - Free","0.1752","0"
